link,title,location,comapany name,description 
/jobs/p/TmTkbF2NfCey-IT-Administrator-MB-for-Engineering-Giza-Egypt?o=478&l=sp&t=sj&a=data science|search-v3|navbg,IT Administrator,"Dokki, Giza, Egypt",MB for Engineering -,Full TimeExperienced · 2 - 4 Yrs of Exp · males_only · IT/Software Development · Engineering - Telecom/Technology · Information Systems · Computer Science · System Administration · Systems · Information Technology (IT) · Engineering
/jobs/p/7tZR9h9O3qu7-Entry-Level-Java-Developer-Cairo-Egypt?o=479&l=sp&t=sj&a=data science|search-v3|navbg,Entry Level Java Developer,"Cairo, Egypt",Confidential -,Full TimeWork From HomeEntry Level · 0 - 1 Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology · Java · Spring Boot · Hibernate · Redis · JPA · PostgreSQL · NoSQL · MongoDB
/jobs/p/mEflSf0SZeBz-Java-Team-Leader-Egabi-FSI-Cairo-Egypt?o=480&l=sp&t=sj&a=data science|search-v3|navbg,Java Team Leader,"Sheraton, Cairo, Egypt",Egabi FSI -,Full TimeManager · 8+ Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology · Information Technology (IT) · Java · OOP · Computer Science · Development · Spring Boot · spring Framework · SOAP
/jobs/p/giodnvbn4fXd-Senior-BI-Developer-Softec-Technologies-Cairo-Egypt?o=481&l=sp&t=sj&a=data science|search-v3|navbg,Senior BI Developer,"Maadi, Cairo, Egypt",Softec Technologies -,Full TimeExperienced · 5 - 7 Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology · Information Technology (IT) · BI · #Software · SQL · Computer Science · OLAP · SSRS · SSAS
/jobs/p/t5MDUleNfeQj-Senior-Laravel-Developer-Hyper-Media-Labs-Cairo-Egypt?o=482&l=sp&t=sj&a=data science|search-v3|navbg,Senior Laravel Developer,"Heliopolis, Cairo, Egypt",Hyper Media Labs -,Full TimeExperienced · 3+ Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology · Computer Science · Development · Engineering · Software Development · Software Engineering · APIs · Cloud · Design
/jobs/p/8vLzKt031cMR-Sales-Manager-OPEX-Egypt-Cairo-Egypt?o=483&l=sp&t=sj&a=data science|search-v3|navbg,Sales Manager,"New Cairo, Cairo, Egypt",OPEX Egypt -,Full TimeManager · 10+ Yrs of Exp · Sales/Retail · Negotiation · Business Administration · Sales · sales skills · Sales Target · Management · Logistics · Administration · Computer Science
/jobs/p/jCf2p7n8kgCm-Senior-Regulatory-Affairs-Specialist---Pharmaceutical-dkt-Egypt-Cairo-Egypt?o=484&l=sp&t=sj&a=data science|search-v3|navbg,Senior Regulatory Affairs Specialist - Pharmaceutical,"Nasr City, Cairo, Egypt",dkt Egypt -,Full TimeExperienced · 4 - 7 Yrs of Exp · females_only · Business Development · Pharmaceutical · Regulatory · Registeration · New Products · Pipline · CTD · eCTD · MOH · Pharmacy
/jobs/p/yicMaKsnGeI3-Compliance-Technical-Manager-Collars-HR-Cairo-Egypt?o=485&l=sp&t=sj&a=data science|search-v3|navbg,Compliance Technical Manager,"New Cairo, Cairo, Egypt",Collars HR -,Full TimeManager · 4 - 6 Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology · application · Cloud · Compliance · Computer Science · Engineering · Information Technology (IT) · Ibm · Project Management
/jobs/p/x40GcspEMZXO-QSIT--Senior-Software-Developer-Alkan-CIT-Cairo-Egypt?o=486&l=sp&t=sj&a=data science|search-v3|navbg,QSIT -Senior Software Developer,"Mokattam, Cairo, Egypt",Alkan CIT -,Full TimeExperienced · 2 - 4 Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology · Computer Science · GIS · Information Technology (IT) · esri · Software · Software Development · Angular · Angular JS
/jobs/p/5d78xlryZHOU-Senior-Backend---Django-DevOps-Developer-Cairo-Egypt?o=487&l=sp&t=sj&a=data science|search-v3|navbg,Senior Backend - Django & DevOps Developer,"Maadi, Cairo, Egypt",Confidential -,Full TimeFreelance / ProjectExperienced · 3+ Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology · Agile · Cloud · Computer Science · Database · Design · Development · Django · Information Technology (IT)
/jobs/p/WseKsiXECIUr-Machine-Learning-Engineer-Bypa-ss-Cairo-Egypt?o=488&l=sp&t=sj&a=data science|search-v3|navbg,Machine Learning Engineer,"Maadi, Cairo, Egypt",Bypa-ss -,Full TimeExperienced · 2+ Yrs of Exp · Installation/Maintenance/Repair · IT/Software Development · Engineering - Telecom/Technology · Automation · AWS · Software Development · Kubernetes · Information Technology (IT) · DevOps · Software
/jobs/p/kf3sr1o9ITT8-IT-Technical-Support-Abudawood-Group-Egypt-Giza-Egypt?o=489&l=sp&t=sj&a=data science|search-v3|navbg,IT Technical Support,"Giza, Giza, Egypt",Abudawood Group Egypt -,Full TimeEntry Level · 0 - 2 Yrs of Exp · Installation/Maintenance/Repair · IT/Software Development · Engineering - Telecom/Technology · Customer Support · Help desk · Help Desk Support · Technical Support · Information Technology (IT) · Computer Science · Information technology
/jobs/p/kTA36MMOnnHi-Compliance-Program-Manager-Collars-HR-Cairo-Egypt?o=490&l=sp&t=sj&a=data science|search-v3|navbg,Compliance Program Manager,"New Cairo, Cairo, Egypt",Collars HR -,Full TimeManager · 5 - 8 Yrs of Exp · Accounting/Finance · IT/Software Development · Project/Program Management · Compliance · Computer Science · Information Technology (IT) · Programming · programs · Project Management · Networking
/jobs/p/dRIDI1gUFKdS-Frontend-Angular-Developer-Blackstone-Eit-Alexandria-Egypt?o=491&l=sp&t=sj&a=data science|search-v3|navbg,Frontend Angular Developer,"Alexandria, Egypt",Blackstone Eit -,Full TimeWork From HomeExperienced · 5 - 10 Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology · angular · frontend · Information Technology (IT) · Computer Science · CSS · angular material · Algorithms
/jobs/p/azmMeLZ722Pk-Full-Stack-Developer-Indigo-Agency-Cairo-Egypt?o=492&l=sp&t=sj&a=data science|search-v3|navbg,Full Stack Developer,"Maadi, Cairo, Egypt",Indigo Agency -,Full TimeExperienced · 2+ Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology · Full Stack · HTML · CSS · Information Technology (IT) · JavaScript · Laravel · PHP · Software Development
/jobs/p/c4e2tfBBBw7r-Android-Developer-Rowaad-Cairo-Egypt?o=493&l=sp&t=sj&a=data science|search-v3|navbg,Android Developer,"Nasr City, Cairo, Egypt",Rowaad -,Full TimeExperienced · 2 - 4 Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology · Android · Information Technology (IT) · Computer Science · Software Development · Software · Android Development · Design · Development
/jobs/p/9d7shVIAl9Gz-Senior-Java-Developer-Kotlin-Experience-Kick-Start-Interactive-Giza-Egypt?o=494&l=sp&t=sj&a=data science|search-v3|navbg,Senior Java Developer (Kotlin Experience),"Dokki, Giza, Egypt",Kick Start Interactive -,Full TimeExperienced · 4 - 6 Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology · Computer Science · Java · Software Development · NoSQL · MVC · APIs · English · Information Technology (IT)
/jobs/p/flbBFOblylAi-Application-Support-Engineer-e-finance-Giza-Egypt?o=495&l=sp&t=sj&a=data science|search-v3|navbg,Application Support Engineer,"Abu Rawash, Giza, Egypt",e-finance -,Full TimeEntry Level · 1 - 3 Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology · Engineering · Information Technology (IT) · Computer Science · Programming · SQL · .Net
/jobs/p/5nShaXYBisnQ-Database-Administrator-El-Sewedy-Electrometer-Giza-Egypt?o=496&l=sp&t=sj&a=data science|search-v3|navbg,Database Administrator,"6th of October, Giza, Egypt",El-Sewedy Electrometer -,Full TimeEntry Level · 1 - 4 Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology · Linux · SQL · Oracle · Oracle RAC · Database Design · DBA · PL/SQL · Database
/jobs/p/asztOAcAsSIy-IOS-Developer---Tanta-apps-square-Gharbia-Egypt?o=497&l=sp&t=sj&a=data science|search-v3|navbg,IOS Developer - Tanta,"Tanta, Gharbia, Egypt",apps square -,Full TimeExperienced · 2 - 3 Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology · Information Technology (IT) · iOS · Software · Software Development · Computer Science · Git · APIs · UI
/jobs/p/myTz3JCWvo2X-Senior-Java-Developer-GetTechForce-com-Alexandria-Egypt?o=498&l=sp&t=sj&a=data science|search-v3|navbg,Senior Java Developer,"Alexandria, Egypt",GetTechForce.com -,Full TimeWork From HomeExperienced · 3+ Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology · Computer Science · Development · HTML5 · Information Technology (IT) · Java · React · REST · Software Development
/jobs/p/y0XMNxMT1iFD-IT-Administrator-Nile-Eyewear-Giza-Egypt?o=499&l=sp&t=sj&a=data science|search-v3|navbg,IT Administrator,"6th of October, Giza, Egypt",Nile Eyewear -,Full TimeExperienced · 3 - 6 Yrs of Exp · Installation/Maintenance/Repair · IT/Software Development · Engineering - Telecom/Technology · Computer Science · Engineering · Software · System Administration · Pos · Information Technology (IT) · Technical Support
/jobs/p/xK6943vUueg8-IT-Manager-IL-CAZAR-Development-Cairo-Egypt?o=500&l=sp&t=sj&a=data science|search-v3|navbg,IT Manager,"New Cairo, Cairo, Egypt",IL CAZAR Development -,Full TimeManager · 12+ Yrs of Exp · males_only · IT/Software Development · Engineering - Telecom/Technology · Information Technology (IT) · Computer Engineering · Telecom Engineering · Computer Science · Communication
/jobs/p/hFMPH796QyLl-IT-Network-Manager-SAVOLA-Cairo-Egypt?o=501&l=sp&t=sj&a=data science|search-v3|navbg,IT Network Manager,"Nasr City, Cairo, Egypt",SAVOLA -,Full TimeManager · 5 - 10 Yrs of Exp · IT/Software Development · Operations/Management · Engineering - Telecom/Technology · Networking · Information Technology (IT) · Engineering · Security · Computer Science · Computer Engineering
/jobs/p/YiIkYpgrQP8o-Senior-Network-Engineer-Cairo-Egypt?o=502&l=sp&t=sj&a=data science|search-v3|navbg,Senior Network Engineer,"Heliopolis, Cairo, Egypt",Confidential -,Full TimeExperienced · 3 - 5 Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology · Computer Science · Engineering · Information Technology (IT) · engineer · network · network engineer · senior · Software Development
/jobs/p/wNSeHvXcVZR0-IT-Manager-Khalil-Pharmacies-Alexandria-Egypt?o=503&l=sp&t=sj&a=data science|search-v3|navbg,IT Manager,"Alexandria, Egypt",Khalil Pharmacies -,Full TimeManager · 10 - 15 Yrs of Exp · IT/Software Development · Medical/Healthcare · Project/Program Management · Management · Information Technology (IT) · Software · Hardware · Computer Engineering · Computer Science · Project Management
/jobs/p/2kBsyMmlCKTU-Front-End-Web-Developer-Peerless-Giza-Egypt?o=504&l=sp&t=sj&a=data science|search-v3|navbg,Front End Web Developer,"Mohandessin, Giza, Egypt",Peerless -,Full TimeExperienced · 2 - 4 Yrs of Exp · Creative/Design/Art · IT/Software Development · Engineering - Telecom/Technology · Angular · Computer Science · CSS · front-end · Git · HTML · Information Technology (IT)
/jobs/p/fNCMQtMo5eWZ-Sr-Officer-Quality-Compliance-Hikma-Pharmaceuticals-Cairo-Egypt?o=505&l=sp&t=sj&a=data science|search-v3|navbg,"Sr. Officer, Quality Compliance","Badr City, Cairo, Egypt",Hikma Pharmaceuticals -,Full TimeExperienced · 3 - 5 Yrs of Exp · Quality · Pharmaceutical · Compliance · Pharmacy · QA · quality · Quality Assurance · Science · Technical Writing · Microsoft Office
/jobs/p/4QZhI78G0Fpa-Interface-Engineer-COLAS-RAIL-Egypt-Cairo-Egypt?o=506&l=sp&t=sj&a=data science|search-v3|navbg,Interface Engineer,"Cairo, Egypt",COLAS RAIL Egypt -,Full TimeExperienced · 5 - 10 Yrs of Exp · Creative/Design/Art · IT/Software Development · Engineering - Telecom/Technology · Computer Engineering · Communication skills · Computer Science · Information Technology (IT)
/jobs/p/pylOglp5wbi6-Senior-Android-Developer-Madar-Soft-Alexandria-Egypt?o=507&l=sp&t=sj&a=data science|search-v3|navbg,Senior Android Developer,"Fleming, Alexandria, Egypt",Madar Soft -,Full TimeExperienced · 2 - 4 Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology · Computer Science · Git · Information Technology (IT) · Software Development · RESTful APIs · OO design patterns · Android · Android SDK
/jobs/p/rQvf4XX02hVO-Software-Business-Analyst-Onsite-Qsource-Giza-Egypt?o=508&l=sp&t=sj&a=data science|search-v3|navbg,Software Business Analyst (Onsite),"6th of October, Giza, Egypt",Qsource -,Freelance / ProjectManager · 3 - 5 Yrs of Exp · IT/Software Development · Project/Program Management · Engineering - Telecom/Technology · Project Management · Management · Information Technology (IT) · English · Engineering · Computer Science · IT
/jobs/p/pxOSydC9HcYp-Senior-IT-Specialist-MODON-Developments-Giza-Egypt?o=509&l=sp&t=sj&a=data science|search-v3|navbg,Senior IT Specialist,"Sheikh Zayed, Giza, Egypt",MODON Developments -,Full TimeExperienced · 3 - 5 Yrs of Exp · Installation/Maintenance/Repair · IT/Software Development · Engineering - Telecom/Technology · Computer Science · Information Technology (IT) · IT · senior · Software Engineering · Software Development · Real Estate
/jobs/p/QAu3wqi8JRx5-Senior-SAP-Consultant-Elmarakby-Steel-Giza-Egypt?o=510&l=sp&t=sj&a=data science|search-v3|navbg,Senior SAP Consultant,"6th of October, Giza, Egypt",Elmarakby Steel -,Full TimeExperienced · 4 - 6 Yrs of Exp · IT/Software Development · Computer Science · ERP · SAP · Oracle · Communication · SAP PP · C++ · C · ERP System
/jobs/p/QRDlktP8Er3V-Information-Security-Engineer-WAVZ-for-Digital-Transformation-Giza-Egypt?o=511&l=sp&t=sj&a=data science|search-v3|navbg,Information Security Engineer,"6th of October, Giza, Egypt",WAVZ for Digital Transformation -,Full TimeExperienced · 3+ Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology · Information Security · Network · Information Technology (IT) · Analysis · Communication · computer · Computer Science · Engineering
/jobs/p/GtPZe0jbaG9p-Network-and-Security-Admin-Cairo-Residents-Only-Amiral-Holdings-Limited-Cairo-Egypt?o=512&l=sp&t=sj&a=data science|search-v3|navbg,Network and Security Admin (Cairo Residents Only),"Heliopolis, Cairo, Egypt",Amiral Holdings Limited -,Full TimeExperienced · 3 - 4 Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology · Engineering - Mechanical/Electrical · Electrical Engineering · Engineering · Software Engineering · Networks · Networking · Network Administration · Security
/jobs/p/xeYwKWZdo1ZX-ERP-Administrator-Giza-Egypt?o=513&l=sp&t=sj&a=data science|search-v3|navbg,ERP Administrator,"6th of October, Giza, Egypt",Confidential -,Full TimeExperienced · 4 - 15 Yrs of Exp · Installation/Maintenance/Repair · IT/Software Development · Engineering - Telecom/Technology · ERP · ERP Administrator · Dynamics 365 · Accounting · Administration · Business Administration · Dynamics
/jobs/p/2SuON6yiHdDU-Senior-Net-Full-Stack-Developer-Tawzef-Cairo-Egypt?o=514&l=sp&t=sj&a=data science|search-v3|navbg,Senior .Net Full Stack Developer,"Cairo, Egypt",Tawzef -,Full TimeExperienced · 5+ Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology · MongoDB · Angular · ReactJS · Computer Science · Information Technology (IT) · JavaScript · RESTful · Software Development
/jobs/p/9R5gv85Ipgzg-Senior-Backend-Developer-PHP-Laravel-Houya-Arrow-Cairo-Egypt?o=515&l=sp&t=sj&a=data science|search-v3|navbg,Senior Backend Developer (PHP-Laravel),"Cairo, Egypt",Houya Arrow -,Full TimeExperienced · 3+ Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology · PHP · Laravel · Software Development · Software Engineering · Computer Science · Design · Git · HTML5
/jobs/p/LdSw6nCS7iwE-Senior-Full-Stack-NET-Developer-Luftborn-Cairo-Egypt?o=516&l=sp&t=sj&a=data science|search-v3|navbg,Senior Full Stack .NET Developer,"Heliopolis, Cairo, Egypt",Luftborn -,Full TimeExperienced · 5+ Yrs of Exp · Installation/Maintenance/Repair · IT/Software Development · Engineering - Telecom/Technology · .Net · Full Stack Development · APIs · OOP · Angular · Azure · JavaScript
/jobs/p/QzFPEUzZwOzS-Devops-Engineer-Blackstone-Eit-Kuwait-City-Kuwait?o=517&l=sp&t=sj&a=data science|search-v3|navbg,Devops Engineer,"Kuwait City, Kuwait",Blackstone Eit -,Full TimeExperienced · 4 - 10 Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology · DevOps · Computer Science · Software Development · computer · Information Technology (IT)
/jobs/p/Lnc5pc9vwM16-Software-Quality-Control-Engineer-BlueCloud-Cairo-Egypt?o=518&l=sp&t=sj&a=data science|search-v3|navbg,Software Quality Control Engineer,"Sheraton, Cairo, Egypt",BlueCloud -,Full TimeEntry Level · 1 - 3 Yrs of Exp · IT/Software Development · Quality · Engineering - Telecom/Technology · Automation · Communication · Communication skills · Computer Engineering · Computer Science · Engineering · Management
/jobs/p/wgMD9cDoEBb7-Senior-VOIP-Genesys-Engineer-Smartly-Cairo-Egypt?o=519&l=sp&t=sj&a=data science|search-v3|navbg,Senior VOIP & Genesys Engineer,"Nasr City, Cairo, Egypt",Smartly -,Full TimeExperienced · 2 - 6 Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology · Genesys · Genesys Certified · CCNA · Computer Science · Engineering · English · Information Technology (IT) · IPT
/jobs/p/P7TzLLTC98rU-Formulation-Specialist-Heliopolis-University-Cairo-Egypt?o=520&l=sp&t=sj&a=data science|search-v3|navbg,Formulation Specialist,"Salam City, Cairo, Egypt",Heliopolis University -,Full TimeExperienced · 3 - 5 Yrs of Exp · R&D/Science · Medical/Healthcare · Analyst/Research · Formulation · Pharmaceutical · R&D · Research · Pharmacy · Analysis · Science
/jobs/p/h8ZgQzSTKzEf-MERN-Stack-Developer-Road9-Media-Cairo-Egypt?o=521&l=sp&t=sj&a=data science|search-v3|navbg,MERN Stack Developer,"Maadi, Cairo, Egypt",Road9 Media -,Full TimeExperienced · 2 - 5 Yrs of Exp · Creative/Design/Art · IT/Software Development · Engineering - Telecom/Technology · Computer Science · React Native · React.js · React js · MongoDB · Node.js · NodeJS
/jobs/p/1OZZCKgaiYfT-IT-Help-Desk-Specialist-Safa-Soft-Cairo-Egypt?o=522&l=sp&t=sj&a=data science|search-v3|navbg,IT Help Desk Specialist,"Maadi, Cairo, Egypt",Safa Soft -,Full TimeExperienced · 2 - 5 Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology · CCNA · computer · Computer Systems · Hardware · Help desk · Information Technology (IT) · Networking · IT
/jobs/p/4Bc8j3neIFMV-Dynamics-365-CRM-Developer-Centro-CDX-Cairo-Egypt?o=523&l=sp&t=sj&a=data science|search-v3|navbg,Dynamics 365 CRM Developer,"Maadi, Cairo, Egypt",Centro CDX -,Full TimeExperienced · 6 - 8 Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology · Azure · Dynamics 365 · Design · Dynamics · JavaScript · API · CRM · Computer Science
/jobs/p/XtIndxVCSLMM-Senior-Software-Java-Developer-J2EE-ITS-Cairo-Egypt?o=524&l=sp&t=sj&a=data science|search-v3|navbg,Senior Software Java Developer (J2EE),"Nasr City, Cairo, Egypt",ITS  -,Full TimeEntry Level · 1 - 6 Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology · Computer Science · Computer Engineering · J2EE · Java · Java Development · Hibernate · EJB · JPA
/jobs/p/pYk9KhF746ne-IT-Specialist-Al-Asdekaa-Group-for-Dairies-Production-and-Trading-Alexandria-Egypt?o=525&l=sp&t=sj&a=data science|search-v3|navbg,IT Specialist,"Alexandria, Egypt",Al Asdekaa Group for Dairies Production and Trading -,Full TimeExperienced · 2 - 3 Yrs of Exp · Installation/Maintenance/Repair · IT/Software Development · Engineering - Telecom/Technology · CCNA · Information Technology (IT) · Communication · Computer Engineering · Computer Science · Engineering · Installation
/jobs/p/YvGGBHI8fI3N-System-Admin-Specialist-Sky-Distribution-Giza-Egypt?o=526&l=sp&t=sj&a=data science|search-v3|navbg,System Admin Specialist,"Sheikh Zayed, Giza, Egypt",Sky Distribution -,Full TimeExperienced · 2 - 5 Yrs of Exp · Installation/Maintenance/Repair · IT/Software Development · Engineering - Telecom/Technology · VSphere · Information Technology (IT) · VCenter · VMWare · WSUS · NAS · SAN
/jobs/p/OzFnrXMGGqUv-IT-Manager-Victory-Link-Cairo-Egypt?o=527&l=sp&t=sj&a=data science|search-v3|navbg,IT Manager,"Maadi, Cairo, Egypt",Victory Link -,Full TimeManager · 8 - 10 Yrs of Exp · IT/Software Development · Operations/Management · Engineering - Telecom/Technology · Information Technology (IT) · Project Management · Administration · Computer Engineering · Computer Science
/jobs/p/ELD44xHQNfxI-Jr-SAP-PP-Consultant-BEAM-Consolidated-Cairo-Egypt?o=528&l=sp&t=sj&a=data science|search-v3|navbg,Jr SAP PP Consultant,"Maadi, Cairo, Egypt",BEAM Consolidated -,Full TimeEntry Level · 0 - 2 Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology · Computer Engineering · Computer Science · Engineering · Information Technology (IT) · PP · SAP · SAP PP
/jobs/p/IUCZ6i78FKG9-Junior-Back-End-Developer-Digital-Experts-Cairo-Egypt?o=529&l=sp&t=sj&a=data science|search-v3|navbg,Junior Back-End Developer,"Heliopolis, Cairo, Egypt",Digital Experts  -,Full TimeExperienced · 2+ Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology · Web Standards · SEO · Design Patterns · Programming · PHP · Laravel · HTML5 · CSS3
/jobs/p/Ps7EHC3MaQYV-Senior-Java-Developer-Musala-Soft-Cairo-Egypt?o=530&l=sp&t=sj&a=data science|search-v3|navbg,Senior Java Developer,"Cairo, Egypt",Musala Soft -,Full TimeWork From HomeExperienced · 5+ Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology · English · Information Technology (IT) · Java · Java EE · NoSQL · Software Development · Software Engineering · Spring
/jobs/p/0kteXjI0RQ5B-IT-Technical-Support-Specialist-Neisco-for-Modern-Water-Systems-Production-Cairo-Egypt?o=531&l=sp&t=sj&a=data science|search-v3|navbg,IT Technical Support Specialist,"Badr City, Cairo, Egypt",Neisco for Modern Water Systems Production -,Full TimeExperienced · 2 - 3 Yrs of Exp · males_only · Installation/Maintenance/Repair · IT/Software Development · Engineering - Telecom/Technology · Computer Engineering · Hardware · Maintenance · Information Technology (IT) · Computer Science · Technical Support · Microsoft Office
/jobs/p/bOUMF5ewIVUg-Business-Analyst--International-IT-Firm-KZBA-Pillars-Cairo-Egypt?o=532&l=sp&t=sj&a=data science|search-v3|navbg,Business Analyst -(International IT Firm ) KZBA,"Cairo, Egypt",Pillars -,Full TimeExperienced · 8 - 11 Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology · Business Analysis · Analysis · Computer Science · Information Technology (IT) · Communication skills · Quality Assurance
/jobs/p/QM5IoS9kLjvg-System-Network-Administrator-Mansoura-qTech-AlQemam-Dakahlia-Egypt?o=533&l=sp&t=sj&a=data science|search-v3|navbg,System & Network Administrator (Mansoura),"Mansoura, Dakahlia, Egypt","qTech. ""AlQemam"" -",Full TimeExperienced · 2+ Yrs of Exp · Installation/Maintenance/Repair · IT/Software Development · Engineering - Telecom/Technology · Computer Science · Information Technology (IT) · System Administration · Communication skills · Engineering · English · Skills
/jobs/p/3DpQBRCY8szV-QC-Supervisor-Hikma-Pharmaceuticals-Cairo-Egypt?o=534&l=sp&t=sj&a=data science|search-v3|navbg,QC Supervisor,"Badr City, Cairo, Egypt",Hikma Pharmaceuticals -,Full TimeManager · 6 - 8 Yrs of Exp · Quality · Analyst/Research · Pharmaceutical · Pharmaceutical · QC · Quality Control · Science · Laboratory · Sterile
/jobs/p/bOgpU9xN5F06-Senior-Full-Stack-Developer-3S-Software-Cairo-Egypt?o=535&l=sp&t=sj&a=data science|search-v3|navbg,Senior Full Stack Developer,"Nasr City, Cairo, Egypt",3S Software -,Full TimeExperienced · 5 - 7 Yrs of Exp · Installation/Maintenance/Repair · IT/Software Development · Engineering - Telecom/Technology · MySQL · Angular · Computer Science · CSS · .Net · HTML · HTML5
/jobs/p/OAft95glaZYN-Full-Stack-JavaAngular-Developer-Entrepreware-Cairo-Egypt?o=536&l=sp&t=sj&a=data science|search-v3|navbg,Full Stack (Java/Angular) Developer,"Maadi, Cairo, Egypt",Entrepreware -,Full TimeExperienced · 3 - 5 Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology · Fullstack · Frontend · Backend · Java · Computer Sciences · Software Developer · Firebase · Javascript
/jobs/p/bscIxns77qKm-Technical-writer-Perfect-Presentation-Giza-Egypt?o=537&l=sp&t=sj&a=data science|search-v3|navbg,Technical writer,"6th of October, Giza, Egypt",Perfect Presentation -,Full TimeExperienced · 3 - 5 Yrs of Exp · Writing/Editorial · IT/Software Development · Technical Writer · Technical Writing · technical · Writing · Information Technology (IT) · Computer Science
/jobs/p/sfQCwSfnnsQK-Microsoft-SQL-Database-Administration-Interact-Technology-Solutions-Cairo-Egypt?o=538&l=sp&t=sj&a=data science|search-v3|navbg,Microsoft SQL Database Administration,"Maadi, Cairo, Egypt",Interact Technology Solutions -,Full TimeExperienced · 2 - 4 Yrs of Exp · Installation/Maintenance/Repair · IT/Software Development · Engineering - Telecom/Technology · Oracle · SQL · Information Technology (IT) · Computer Science · Database Administration (DBA) · Database · MS SQL Server
/jobs/p/IO7sUegkh3kw-Quality-Engineer-SE-Wiring-Systems-EGYPT-Giza-Egypt?o=539&l=sp&t=sj&a=data science|search-v3|navbg,Quality Engineer,"6th of October, Giza, Egypt",SE Wiring Systems EGYPT -,Full TimeEntry Level · 0 - 2 Yrs of Exp · Quality · Engineering - Telecom/Technology · Engineering · quality · Quality Assurance · Quality Control · Science
/jobs/p/Clx2J3aO0A5M-3D-Game-Engine-Software-Engineer-Split-E-Giza-Egypt?o=540&l=sp&t=sj&a=data science|search-v3|navbg,3D Game Engine Software Engineer,"Giza, Egypt",Split-E -,Full TimeWork From HomeExperienced · 3 - 5 Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology · C++ · 3D · Software Development · graphics · Software Engineering · Programming · Computer Science · CAD
/jobs/p/2i8GQOJSo6vy-Product-Specialist-Medical-Devices-Ghalioungui-Cairo-Egypt?o=541&l=sp&t=sj&a=data science|search-v3|navbg,Product Specialist (Medical Devices),"Mokattam, Cairo, Egypt",Ghalioungui  -,Full TimeEntry Level · 0 - 2 Yrs of Exp · Business Development · Medical/Healthcare · Medical Devices · Medical · Biomedical · Science · English · MEDICINE · Microsoft Office · Pharmacy
/jobs/p/sADp6zFChyht-RD-Section-Head-Zeta-Pharma-Monufya-Egypt?o=542&l=sp&t=sj&a=data science|search-v3|navbg,R&D Section Head,"Alsadat City, Monufya, Egypt",Zeta Pharma -,Full TimeSenior Management · 7+ Yrs of Exp · R&D/Science · Medical/Healthcare · Pharmacy · Chemistry · Reasearch&Development · Research · Development · Science · Pharmaceutical · Healthcare
/jobs/p/mUYCCjykyS95-GIS-Database-Administrator-Perfect-Presentation-Giza-Egypt?o=543&l=sp&t=sj&a=data science|search-v3|navbg,GIS Database Administrator,"6th of October, Giza, Egypt",Perfect Presentation -,Full TimeExperienced · 8+ Yrs of Exp · Installation/Maintenance/Repair · IT/Software Development · ArcGIS · Database · Software Engineering
/jobs/p/ZiJGiCku0mCf-AI-Engineer-GAP-CLOUD-Cairo-Egypt?o=544&l=sp&t=sj&a=data science|search-v3|navbg,AI Engineer,"New Cairo, Cairo, Egypt",GAP CLOUD -,Full TimeExperienced · 2 - 5 Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology · Artificial Intelligence · Big Data · Machine Learning · Algorithms · Engineering · Information Technology (IT) · Programming · Design
/jobs/p/CnO5c1bLzpzh-Senior-QA-Engineer-Automation-CEPRES-Cairo-Egypt?o=545&l=sp&t=sj&a=data science|search-v3|navbg,Senior QA Engineer (Automation),"Cairo, Egypt",CEPRES -,Full TimeWork From HomeExperienced · 3 - 5 Yrs of Exp · IT/Software Development · Quality · Engineering - Telecom/Technology · Automation · Software · Testing · QA · Performance Testing · Quality Assurance · Selenium
